63,19,33,11,7,6,5,8,5,18,41,2,11,1,3,14,41,3,23,27,27,5,27,12,7,7,31,13,15,39
64,3,0,0,0,1,0,0,0,0,3,1,0,1,1,1,4,3,2,4,1,3,4,1,1,0,5,0,1,4
65,11,68,11,3,5,6,1,3,62,0,100,12,53,69,14,0,66,0,0,15,54,0,7,0,4,0,12,0,0
66,12,10,3,3,9,7,11,6,2,37,24,11,22,13,4,50,50,30,22,16,56,38,8,2,16,50,6,18,30
67,2,7,2,1,1,1,1,1,2,2,6,3,6,3,1,0,7,1,2,7,2,0,3,0,0,0,4,1,2
68,3,11,9,5,8,10,10,6,5,17,4,9,1,13,8,10,3,43,10,20,4,3,6,29,5,11,8,9,46
69,1,9,6,4,3,1,5,0,2,6,1,2,1,0,4,6,11,3,6,7,12,10,2,0,3,8,0,5,10
70,2,14,6,7,5,4,13,3,5,50,2,12,0,1,7,54,2,41,43,9,6,14,5,11,7,54,6,25,46
71,4,5,4,6,0,3,4,4,2,71,4,2,4,3,5,42,5,50,33,7,10,35,4,5,3,36,1,48,38
72,9,8,4,3,6,2,5,6,2,68,1,5,1,2,6,42,4,40,45,14,4,37,5,3,5,15,7,57,30
73,4,2,2,3,2,3,0,3,0,16,0,1,0,0,4,12,3,6,16,4,3,11,1,2,2,11,1,10,14
74,6,19,6,5,4,4,15,4,13,105,8,3,4,4,4,72,8,54,8,14,7,43,7,11,3,85,8,79,73
75,17,42,13,18,13,15,21,8,22,1,3,20,1,3,12,2,56,1,1,19,75,1,15,0,11,1,3,1,0
76,11,6,5,7,10,7,16,12,2,34,7,13,1,6,9,48,3,30,30,21,5,54,10,3,7,64,10,7,38
77,3,5,5,2,3,11,4,5,4,31,3,4,2,3,4,22,7,56,54,10,18,54,5,14,13,56,3,21,67
78,24,67,21,7,9,3,20,26,44,41,25,15,7,9,18,32,24,19,24,25,32,24,11,0,4,36,11,21,29
79,8,14,9,5,9,11,15,9,10,25,0,5,0,3,6,15,14,23,20,27,22,13,22,10,1,17,15,10,22
80,6,14,13,4,3,6,9,3,6,1,2,2,2,1,7,0,8,2,0,17,13,0,7,1,4,1,14,1,1
81,8,14,11,6,6,7,12,6,7,0,116,10,62,84,8,1,73,73,1,13,56,0,8,72,8,0,8,0,73
82,5,14,9,9,5,8,9,12,4,4,595,9,541,251,6,2,555,6,2,14,282,3,5,4,8,4,6,3,7
83,4,4,2,3,4,9,3,1,3,42,2,5,1,2,5,26,4,17,32,3,10,16,4,0,2,27,1,33,11
84,4,35,26,7,16,15,12,16,19,27,44,12,36,34,14,12,53,18,14,16,51,12,19,2,22,20,5,12,7
85,4,19,12,1,6,4,2,8,13,0,327,2,171,183,9,0,174,7,0,13,132,0,7,7,2,0,4,0,7
86,1,2,1,1,1,2,1,1,1,3,0,0,0,0,0,8,0,3,5,0,0,4,0,1,1,7,0,3,8
87,0,7,1,2,6,2,3,1,4,2,0,1,0,0,1,4,2,10,3,5,6,1,0,6,2,3,2,0,9
88,14,35,8,28,19,8,22,16,25,4,19,8,11,21,10,6,23,17,2,14,31,6,12,12,12,1,5,1,16
89,4,47,16,16,7,17,16,9,31,71,6,4,2,8,9,26,2,43,39,18,7,27,10,10,8,27,9,50,60
90,21,12,21,15,26,16,16,4,5,2,3,32,0,12,12,2,2,1,2,2,18,0,22,0,16,0,0,1,0
91,6,28,8,6,5,8,12,14,15,64,17,8,13,8,8,15,32,50,59,6,24,15,7,15,11,25,1,32,62
92,0,4,0,0,1,2,1,0,3,1,2,0,1,0,0,0,1,5,5,0,1,5,0,1,0,1,0,0,3
93,6,8,7,8,9,12,8,10,0,0,211,5,206,215,11,0,231,0,0,22,234,0,11,0,11,0,15,0,0
94,5,3,1,3,9,0,7,7,2,9,3,3,1,3,1,7,4,7,4,8,5,5,0,3,3,2,3,2,5
95,11,3,8,0,9,5,2,8,2,65,7,8,4,9,7,64,9,36,20,15,17,17,7,2,5,30,6,46,22
96,7,10,14,10,9,9,9,9,1,67,91,16,67,46,10,48,73,41,41,9,38,32,11,2,6,35,2,47,49
97,3,20,3,10,13,8,7,3,18,5,5,4,0,1,14,6,6,7,4,4,14,5,7,0,36,5,0,2,3
98,3,2,0,0,1,0,1,1,0,18,0,1,0,0,1,6,0,17,18,0,0,14,0,1,1,15,0,7,4
99,8,11,20,4,3,13,9,5,3,38,17,6,0,6,9,77,6,55,82,12,16,87,12,4,8,76,2,0,77
